is_canceled,reservation_status,adr
1,Canceled,159.3
1,Canceled,126.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
1,Canceled,106.2
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,123.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,145.0
0,Check-Out,116.4
0,Check-Out,65.0
1,Canceled,82.8
0,Check-Out,114.0
0,Check-Out,65.0
0,Check-Out,9.0
0,Check-Out,88.94
0,Check-Out,65.0
0,Check-Out,76.67
0,Check-Out,196.0
0,Check-Out,100.0
0,Check-Out,100.0
1,Canceled,100.0
1,Canceled,100.0
1,Canceled,100.0
1,Canceled,100.0
1,Canceled,100.0
1,Canceled,100.0
1,Canceled,100.0
1,Canceled,120.0
1,Canceled,120.0
1,Canceled,120.0
1,Canceled,120.0
1,Canceled,126.0
1,Canceled,126.0
1,Canceled,196.0
1,Canceled,109.0
1,Canceled,126.0
1,Canceled,0.0
1,Canceled,0.0
1,Canceled,0.0
0,Check-Out,138.0
0,Check-Out,119.0
0,Check-Out,138.0
0,Check-Out,119.0
0,Check-Out,138.0
0,Check-Out,119.0
0,Check-Out,138.0
0,Check-Out,138.0
0,Check-Out,100.8
0,Check-Out,85.0
0,Check-Out,95.0
0,Check-Out,65.0
0,Check-Out,114.0
0,Check-Out,65.0
1,Canceled,100.0
0,Check-Out,126.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,97.02
0,Check-Out,97.02
0,Check-Out,110.65
0,Check-Out,95.95
0,Check-Out,114.0
1,Canceled,114.0
0,Check-Out,114.0
1,Canceled,69.24
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,65.0
0,Check-Out,114.0
1,Canceled,111.0
1,Canceled,111.0
1,Canceled,111.0
1,Canceled,111.0
1,Canceled,111.0
0,Check-Out,73.87
0,Check-Out,98.25
0,Check-Out,129.0
0,Check-Out,94.5
0,Check-Out,103.5
0,Check-Out,109.0
0,Check-Out,126.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,66.0
0,Check-Out,65.0
0,Check-Out,66.0
0,Check-Out,67.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,67.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,67.0
0,Check-Out,114.0
1,Canceled,95.0
0,Check-Out,80.0
0,Check-Out,96.3
0,Check-Out,75.0
0,Check-Out,101.33
0,Check-Out,99.87
0,Check-Out,114.0
0,Check-Out,12.0
0,Check-Out,103.5
0,Check-Out,123.33
0,Check-Out,106.67
0,Check-Out,105.3
0,Check-Out,114.0
1,Canceled,100.8
1,Canceled,126.0
0,Check-Out,0.0
0,Check-Out,72.76
1,Canceled,102.6
1,Canceled,95.4
0,Check-Out,95.0
0,Check-Out,96.3
0,Check-Out,146.0
0,Check-Out,100.0
0,Check-Out,92.4
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,0.0
0,Check-Out,100.0
0,Check-Out,100.8
0,Check-Out,91.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,95.0
0,Check-Out,95.0
0,Check-Out,92.4
0,Check-Out,65.0
0,Check-Out,100.0
0,Check-Out,104.72
0,Check-Out,100.0
0,Check-Out,145.0
0,Check-Out,108.0
1,Canceled,126.0
0,Check-Out,135.0
0,Check-Out,123.0
0,Check-Out,108.9
0,Check-Out,75.0
0,Check-Out,96.3
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,75.0
0,Check-Out,100.0
0,Check-Out,75.0
1,Canceled,99.0
1,Canceled,99.0
0,Check-Out,100.0
0,Check-Out,146.0
0,Check-Out,146.0
0,Check-Out,100.0
0,Check-Out,104.72
0,Check-Out,95.0
0,Check-Out,75.0
0,Check-Out,100.0
0,Check-Out,109.0
1,Canceled,120.0
1,Canceled,120.0
1,Canceled,90.95
1,Canceled,110.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,85.0
0,Check-Out,98.98
0,Check-Out,98.98
0,Check-Out,95.0
0,Check-Out,96.3
0,Check-Out,126.0
0,Check-Out,96.3
0,Check-Out,96.3
0,Check-Out,100.0
0,Check-Out,96.3
0,Check-Out,100.0
0,Check-Out,100.0
0,Check-Out,145.0
1,Canceled,81.77
0,Check-Out,110.0
1,Canceled,139.17
0,Check-Out,97.02
0,Check-Out,100.0
0,Check-Out,92.17
0,Check-Out,73.21
0,Check-Out,141.0
0,Check-Out,100.0
0,Check-Out,126.0
0,Check-Out,97.92
0,Check-Out,100.0
1,Canceled,107.58
0,Check-Out,100.0
0,Check-Out,136.0
0,Check-Out,41.84
0,Check-Out,100.0
1,Canceled,90.0
1,Canceled,90.0
0,Check-Out,104.11
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,163.58
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,0.0
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,125.0
0,Check-Out,48.0
0,Check-Out,48.0
0,Check-Out,48.0
0,Check-Out,48.0
0,Check-Out,109.58
0,Check-Out,48.0
0,Check-Out,82.65
0,Check-Out,89.28
0,Check-Out,89.28
0,Check-Out,48.0
0,Check-Out,48.0
0,Check-Out,48.0
0,Check-Out,102.6
0,Check-Out,48.0
0,Check-Out,85.0
0,Check-Out,85.0
0,Check-Out,104.85
0,Check-Out,99.45
0,Check-Out,104.85
0,Check-Out,48.0
0,Check-Out,67.0
0,Check-Out,98.4
0,Check-Out,98.4
0,Check-Out,98.4
0,Check-Out,109.0
1,Canceled,136.0
1,Canceled,136.0
0,Check-Out,65.0
0,Check-Out,114.0
0,Check-Out,90.0
0,Check-Out,65.0
0,Check-Out,102.0
0,Check-Out,107.55
0,Check-Out,135.0
0,Check-Out,65.0
0,Check-Out,90.0
0,Check-Out,76.5
0,Check-Out,76.5
0,Check-Out,69.3
0,Check-Out,65.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,76.5
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,162.0
1,Canceled,96.3
0,Check-Out,108.9
1,Canceled,90.9
0,Check-Out,104.85
0,Check-Out,82.08
0,Check-Out,104.85
0,Check-Out,90.0
0,Check-Out,104.85
1,Canceled,129.3
0,Check-Out,97.92
0,Check-Out,75.0
1,Canceled,80.1
0,Check-Out,90.0
0,Check-Out,87.78
1,Canceled,123.0
0,Check-Out,113.85
0,Check-Out,114.0
0,Check-Out,129.33
0,Check-Out,104.85
0,Check-Out,65.0
1,Canceled,179.86
1,Canceled,107.17
1,Canceled,107.17
1,Canceled,60.0
1,Canceled,154.0
1,Canceled,158.4
1,No-Show,152.4
0,Check-Out,131.43
0,Check-Out,120.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,139.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,66.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
1,Canceled,65.0
0,Check-Out,65.0
0,Check-Out,65.0
1,Canceled,105.3
0,Check-Out,129.0
0,Check-Out,65.0
0,Check-Out,60.0
0,Check-Out,65.0
0,Check-Out,160.0
0,Check-Out,65.0
0,Check-Out,161.0
0,Check-Out,65.0
1,Canceled,215.0
1,Canceled,85.85
0,Check-Out,155.0
0,Check-Out,65.0
1,Canceled,89.0
1,Canceled,89.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,118.58
0,Check-Out,96.3
0,Check-Out,128.0
0,Check-Out,142.6
0,Check-Out,90.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,90.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,106.77
0,Check-Out,94.95
0,Check-Out,65.0
0,Check-Out,75.0
0,Check-Out,94.3
0,Check-Out,94.3
0,Check-Out,77.5
0,Check-Out,90.0
0,Check-Out,60.0
0,Check-Out,65.0
1,Canceled,97.71
0,Check-Out,174.25
1,Canceled,0.0
1,Canceled,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,90.0
0,Check-Out,12.0
1,Canceled,118.0
0,Check-Out,93.8
1,Canceled,97.0
0,Check-Out,0.0
1,Canceled,140.0
1,No-Show,123.0
0,Check-Out,136.0
0,Check-Out,145.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,145.0
0,Check-Out,65.0
0,Check-Out,123.0
0,Check-Out,65.0
0,Check-Out,139.0
0,Check-Out,95.0
0,Check-Out,139.0
0,Check-Out,155.0
0,Check-Out,142.0
0,Check-Out,84.0
0,Check-Out,92.0
0,Check-Out,76.0
0,Check-Out,134.0
0,Check-Out,179.3
0,Check-Out,126.0
0,Check-Out,126.0
0,Check-Out,90.0
1,Canceled,166.25
0,Check-Out,75.0
0,Check-Out,154.0
0,Check-Out,80.0
0,Check-Out,80.0
0,Check-Out,114.0
0,Check-Out,123.0
0,Check-Out,123.0
0,Check-Out,95.04
0,Check-Out,89.25
0,Check-Out,85.0
0,Check-Out,126.0
0,Check-Out,130.0
0,Check-Out,96.3
0,Check-Out,105.3
1,Canceled,148.33
0,Check-Out,96.3
0,Check-Out,89.0
0,Check-Out,113.0
0,Check-Out,107.65
0,Check-Out,120.0
1,Canceled,120.0
0,Check-Out,147.0
1,Canceled,290.0
0,Check-Out,75.0
0,Check-Out,123.0
0,Check-Out,65.0
0,Check-Out,123.0
0,Check-Out,105.0
1,Canceled,117.0
0,Check-Out,0.0
1,No-Show,79.11
1,No-Show,79.11
0,Check-Out,145.0
0,Check-Out,145.0
0,Check-Out,114.0
0,Check-Out,80.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,103.5
0,Check-Out,90.0
0,Check-Out,0.0
0,Check-Out,85.5
0,Check-Out,85.5
0,Check-Out,126.0
0,Check-Out,90.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,114.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,69.3
0,Check-Out,77.0
0,Check-Out,133.0
0,Check-Out,120.0
0,Check-Out,87.78
0,Check-Out,0.0
0,Check-Out,120.0
0,Check-Out,129.0
0,Check-Out,135.0
0,Check-Out,85.0
0,Check-Out,120.0
0,Check-Out,136.0
0,Check-Out,145.0
0,Check-Out,136.0
0,Check-Out,77.0
0,Check-Out,98.21
0,Check-Out,55.63
0,Check-Out,65.0
0,Check-Out,67.0
0,Check-Out,65.0
0,Check-Out,100.8
0,Check-Out,107.0
0,Check-Out,126.0
0,Check-Out,85.0
0,Check-Out,126.0
0,Check-Out,130.0
0,Check-Out,130.0
0,Check-Out,130.0
0,Check-Out,96.3
0,Check-Out,91.25
0,Check-Out,130.0
0,Check-Out,130.0
0,Check-Out,105.0
0,Check-Out,75.0
0,Check-Out,130.0
0,Check-Out,75.0
0,Check-Out,130.0
0,Check-Out,77.0
0,Check-Out,132.0
0,Check-Out,123.0
0,Check-Out,123.0
0,Check-Out,174.25
0,Check-Out,97.02
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,90.0
0,Check-Out,114.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,136.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,114.0
0,Check-Out,129.0
0,Check-Out,75.0
0,Check-Out,114.0
0,Check-Out,95.0
0,Check-Out,109.0
0,Check-Out,75.0
0,Check-Out,65.0
0,Check-Out,75.0
0,Check-Out,60.0
0,Check-Out,40.0
0,Check-Out,51.0
0,Check-Out,68.33
0,Check-Out,126.0
0,Check-Out,120.0
0,Check-Out,109.0
0,Check-Out,90.9
0,Check-Out,123.0
0,Check-Out,82.08
0,Check-Out,107.92
0,Check-Out,115.8
0,Check-Out,75.0
0,Check-Out,105.12
0,Check-Out,0.0
0,Check-Out,126.0
0,Check-Out,75.0
1,Canceled,97.35
1,Canceled,97.35
1,Canceled,159.3
1,Canceled,153.0
0,Check-Out,114.0
0,Check-Out,72.25
0,Check-Out,92.17
0,Check-Out,205.0
0,Check-Out,75.0
1,Canceled,106.2
1,Canceled,99.45
1,Canceled,94.99
0,Check-Out,95.0
0,Check-Out,134.25
0,Check-Out,90.9
0,Check-Out,136.0
0,Check-Out,105.0
0,Check-Out,75.0
0,Check-Out,109.0
0,Check-Out,123.0
0,Check-Out,109.0
0,Check-Out,92.4
0,Check-Out,136.0
0,Check-Out,90.0
0,Check-Out,75.0
0,Check-Out,123.0
0,Check-Out,114.0
0,Check-Out,87.78
0,Check-Out,92.4
0,Check-Out,97.02
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
1,Canceled,75.0
0,Check-Out,0.0
0,Check-Out,120.0
0,Check-Out,135.0
1,Canceled,130.0
1,Canceled,130.0
1,Canceled,130.0
1,Canceled,130.0
1,Canceled,130.0
0,Check-Out,126.0
0,Check-Out,109.0
0,Check-Out,259.0
0,Check-Out,109.0
0,Check-Out,65.0
0,Check-Out,67.0
0,Check-Out,67.0
0,Check-Out,97.02
0,Check-Out,126.0
0,Check-Out,81.62
0,Check-Out,105.3
0,Check-Out,126.0
0,Check-Out,90.9
0,Check-Out,105.3
0,Check-Out,105.3
0,Check-Out,105.3
0,Check-Out,114.0
0,Check-Out,105.0
1,Canceled,65.45
0,Check-Out,85.0
0,Check-Out,76.5
0,Check-Out,96.3
0,Check-Out,75.0
0,Check-Out,75.0
0,Check-Out,146.0
0,Check-Out,87.78
0,Check-Out,114.0
0,Check-Out,54.75
0,Check-Out,87.78
0,Check-Out,96.3
0,Check-Out,83.5
0,Check-Out,96.3
0,Check-Out,83.16
0,Check-Out,114.0
1,Canceled,57.75
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,114.0
0,Check-Out,111.6
0,Check-Out,83.16
0,Check-Out,109.0
0,Check-Out,0.0
0,Check-Out,0.0
0,Check-Out,75.0
0,Check-Out,84.0
0,Check-Out,136.0
0,Check-Out,75.0
1,Canceled,112.0
1,Canceled,103.0
0,Check-Out,159.3
0,Check-Out,114.0
0,Check-Out,75.0
0,Check-Out,96.3
0,Check-Out,96.3
0,Check-Out,102.5
0,Check-Out,102.5
0,Check-Out,96.3
0,Check-Out,75.0
0,Check-Out,145.0
0,Check-Out,224.0
0,Check-Out,90.27
0,Check-Out,128.71
0,Check-Out,96.3
0,Check-Out,114.0
0,Check-Out,96.3
0,Check-Out,72.25
0,Check-Out,159.3
0,Check-Out,114.0
0,Check-Out,78.6
0,Check-Out,99.95
0,Check-Out,63.75
0,Check-Out,85.0
0,Check-Out,136.0
0,Check-Out,130.75
0,Check-Out,75.0
0,Check-Out,136.0
0,Check-Out,120.0
0,Check-Out,136.0
0,Check-Out,136.0
0,Check-Out,136.0
0,Check-Out,120.0
0,Check-Out,120.0
0,Check-Out,120.0
0,Check-Out,120.0
0,Check-Out,151.33
0,Check-Out,80.0
0,Check-Out,107.0
0,Check-Out,133.0
0,Check-Out,118.2
0,Check-Out,74.88
0,Check-Out,74.88
0,Check-Out,81.62
0,Check-Out,81.62
1,Canceled,105.79
0,Check-Out,132.33
1,Canceled,113.33
1,Canceled,113.33
0,Check-Out,150.12
1,Canceled,63.0
1,Canceled,90.0
1,Canceled,92.03
0,Check-Out,96.9
0,Check-Out,96.3
0,Check-Out,54.75
0,Check-Out,94.8
0,Check-Out,88.5
0,Check-Out,88.5
0,Check-Out,88.5
0,Check-Out,128.0
0,Check-Out,92.4
0,Check-Out,75.6
1,Canceled,110.5
0,Check-Out,114.0
0,Check-Out,65.0
0,Check-Out,75.0
0,Check-Out,88.5
0,Check-Out,88.5
0,Check-Out,83.5
0,Check-Out,88.5
0,Check-Out,163.0
0,Check-Out,88.5
0,Check-Out,88.5
0,Check-Out,88.5
0,Check-Out,96.0
0,Check-Out,75.25
0,Check-Out,88.5
0,Check-Out,88.5
0,Check-Out,114.0
0,Check-Out,88.5
0,Check-Out,199.8
0,Check-Out,110.09
0,Check-Out,85.5
0,Check-Out,129.8
0,Check-Out,88.5
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,70.0
1,Canceled,111.0
1,Canceled,111.0
1,Canceled,84.6
0,Check-Out,147.25
0,Check-Out,75.0
0,Check-Out,75.0
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,109.0
0,Check-Out,120.42
0,Check-Out,95.0
0,Check-Out,147.25
0,Check-Out,95.0
1,Canceled,90.95
0,Check-Out,65.0
0,Check-Out,114.0
0,Check-Out,65.0
0,Check-Out,85.67
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,66.0
0,Check-Out,67.0
0,Check-Out,65.0
0,Check-Out,67.0
0,Check-Out,65.0
0,Check-Out,65.0
1,Canceled,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,136.0
0,Check-Out,75.33
0,Check-Out,140.25
0,Check-Out,71.64
1,Canceled,111.0
0,Check-Out,120.0
0,Check-Out,77.0
0,Check-Out,85.67
0,Check-Out,85.67
0,Check-Out,114.0
1,Canceled,126.0
1,Canceled,90.95
1,Canceled,115.2
1,Canceled,115.2
1,Canceled,115.2
1,Canceled,115.2
1,Canceled,115.2
1,Canceled,115.2
1,Canceled,107.0
1,Canceled,105.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
0,Check-Out,123.5
0,Check-Out,118.5
0,Check-Out,103.84
0,Check-Out,81.0
0,Check-Out,75.0
0,Check-Out,133.3
0,Check-Out,133.3
0,Check-Out,75.0
0,Check-Out,75.0
0,Check-Out,136.0
0,Check-Out,90.0
0,Check-Out,131.97
1,Canceled,85.0
1,Canceled,85.0
1,Canceled,99.45
0,Check-Out,105.0
0,Check-Out,109.0
0,Check-Out,75.0
0,Check-Out,134.0
0,Check-Out,196.0
0,Check-Out,94.0
0,Check-Out,130.0
0,Check-Out,65.0
0,Check-Out,95.1
0,Check-Out,130.0
1,Canceled,85.85
0,Check-Out,83.16
0,Check-Out,65.0
0,Check-Out,130.0
0,Check-Out,92.4
0,Check-Out,92.4
0,Check-Out,130.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,75.0
0,Check-Out,113.4
0,Check-Out,113.4
0,Check-Out,135.0
0,Check-Out,120.0
0,Check-Out,135.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,130.0
0,Check-Out,130.0
0,Check-Out,130.0
0,Check-Out,90.0
0,Check-Out,65.29
0,Check-Out,56.01
0,Check-Out,130.0
0,Check-Out,130.0
0,Check-Out,95.0
0,Check-Out,130.0
0,Check-Out,95.0
0,Check-Out,130.0
0,Check-Out,75.0
0,Check-Out,116.71
0,Check-Out,138.71
0,Check-Out,126.0
0,Check-Out,89.0
0,Check-Out,130.0
1,Canceled,111.6
1,Canceled,95.0
1,Canceled,95.0
1,Canceled,95.0
1,No-Show,111.0
0,Check-Out,0.0
0,Check-Out,86.0
0,Check-Out,74.88
0,Check-Out,107.0
0,Check-Out,107.0
0,Check-Out,75.0
0,Check-Out,75.0
0,Check-Out,75.0
0,Check-Out,75.0
0,Check-Out,107.0
0,Check-Out,107.0
0,Check-Out,128.0
0,Check-Out,75.33
0,Check-Out,75.0
0,Check-Out,113.4
0,Check-Out,75.0
0,Check-Out,136.0
0,Check-Out,95.0
0,Check-Out,95.0
0,Check-Out,133.0
0,Check-Out,95.0
0,Check-Out,68.0
0,Check-Out,68.0
0,Check-Out,75.0
0,Check-Out,73.15
0,Check-Out,99.45
0,Check-Out,99.45
0,Check-Out,95.0
0,Check-Out,102.74
0,Check-Out,111.96
0,Check-Out,95.0
0,Check-Out,95.0
0,Check-Out,85.0
0,Check-Out,87.78
0,Check-Out,86.0
0,Check-Out,131.5
0,Check-Out,70.0
0,Check-Out,85.0
0,Check-Out,177.0
0,Check-Out,95.0
0,Check-Out,87.32
0,Check-Out,105.62
0,Check-Out,90.9
0,Check-Out,107.0
0,Check-Out,96.3
0,Check-Out,96.3
0,Check-Out,113.8
0,Check-Out,96.3
0,Check-Out,109.25
0,Check-Out,64.0
0,Check-Out,64.0
0,Check-Out,65.0
1,Canceled,75.0
0,Check-Out,75.0
0,Check-Out,104.0
0,Check-Out,78.0
0,Check-Out,117.6
0,Check-Out,72.25
0,Check-Out,109.25
0,Check-Out,75.0
0,Check-Out,0.0
0,Check-Out,85.59
0,Check-Out,71.25
0,Check-Out,77.4
0,Check-Out,107.67
0,Check-Out,71.25
0,Check-Out,87.27
0,Check-Out,95.0
0,Check-Out,98.36
0,Check-Out,70.0
0,Check-Out,62.0
0,Check-Out,60.0
0,Check-Out,62.0
0,Check-Out,62.0
0,Check-Out,62.0
0,Check-Out,62.0
0,Check-Out,70.0
0,Check-Out,65.0
0,Check-Out,66.0
0,Check-Out,67.0
0,Check-Out,67.0
1,Canceled,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,98.67
0,Check-Out,130.78
0,Check-Out,90.4
0,Check-Out,98.67
0,Check-Out,98.67
0,Check-Out,85.6
0,Check-Out,98.67
0,Check-Out,79.8
0,Check-Out,94.24
0,Check-Out,104.63
1,Canceled,90.0
1,Canceled,126.0
0,Check-Out,118.98
0,Check-Out,60.0
1,Canceled,99.75
1,Canceled,110.43
1,Canceled,99.75
0,Check-Out,189.49
0,Check-Out,87.0
0,Check-Out,62.0
0,Check-Out,60.0
0,Check-Out,62.0
1,Canceled,90.0
1,Canceled,90.0
1,Canceled,90.0
1,Canceled,90.0
1,Canceled,90.0
1,Canceled,90.0
1,Canceled,90.0
1,Canceled,90.0
0,Check-Out,126.0
0,Check-Out,67.5
0,Check-Out,67.5
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,129.65
0,Check-Out,90.0
0,Check-Out,87.0
0,Check-Out,85.5
0,Check-Out,65.0
0,Check-Out,65.0
0,Check-Out,78.54
0,Check-Out,78.54
1,Canceled,90.95
1,Canceled,107.0
0,Check-Out,105.33
0,Check-Out,117.0
1,Canceled,65.0
1,Canceled,65.0
0,Check-Out,75.0
0,Check-Out,63.75
0,Check-Out,94.96
0,Check-Out,90.0
0,Check-Out,101.0
0,Check-Out,87.0
0,Check-Out,104.0
0,Check-Out,82.39
0,Check-Out,60.0
0,Check-Out,77.21
0,Check-Out,60.0
0,Check-Out,87.0
0,Check-Out,77.77
0,Check-Out,60.0
0,Check-Out,60.0
0,Check-Out,60.0
0,Check-Out,103.84
0,Check-Out,96.0
0,Check-Out,87.0
1,Canceled,82.45
1,Canceled,91.56
1,Canceled,0.0
1,Canceled,87.0
0,Check-Out,79.0
0,Check-Out,79.0
0,Check-Out,84.0
0,Check-Out,94.0
0,Check-Out,94.0
0,Check-Out,80.0
0,Check-Out,89.0
0,Check-Out,105.0
0,Check-Out,117.0
0,Check-Out,105.0
0,Check-Out,83.0
